Day,Unit#1,Unit#2,Unit#3,Unit#4,Unit#5
439,-0.3431,-0.4032,-0.4499,-0.3370,-0.2919
440,-0.3412,-0.4058,-0.4506,-0.3378,-0.2961
441,-0.3450,-0.3989,-0.4504,-0.3379,-0.2955
442,-0.3451,-0.3991,-0.4510,-0.3368,-0.2946
443,-0.3447,-0.4050,-0.4517,-0.3378,-0.2946
444,-0.3473,-0.4047,-0.4515,-0.3383,-0.2959
445,-0.3454,-0.4073,-0.4516,-0.3395,-0.2955
446,-0.3459,-0.4025,-0.4513,-0.3384,-0.2953
447,-0.3436,-0.4079,-0.4508,-0.3386,-0.2956
448,-0.3504,-0.4075,-0.4498,-0.3387,-0.2953
449,-0.3463,-0.4049,-0.4510,-0.3406,-0.2958
450,-0.3489,-0.4088,-0.4514,-0.3400,-0.2963
451,-0.3512,-0.4054,-0.4516,-0.3404,-0.2969
452,-0.3497,-0.4044,-0.4531,-0.3389,-0.2966
453,-0.3489,-0.4043,-0.4521,-0.3407,-0.2978
454,-0.3469,-0.4027,-0.4529,-0.3394,-0.2979
455,-0.3485,-0.4028,-0.4524,-0.3408,-0.2973
456,-0.3474,-0.3989,-0.4534,-0.3408,-0.2975
457,-0.3463,-0.4014,-0.4528,-0.3413,-0.2977
458,-0.3473,-0.4062,-0.4543,-0.3416,-0.2979
459,-0.3450,-0.4049,-0.4542,-0.3416,-0.2987
460,-0.3469,-0.4083,-0.4506,-0.3426,-0.2986
461,-0.3451,-0.4077,-0.4500,-0.3422,-0.2999
462,-0.3393,-0.4069,-0.4523,-0.3433,-0.3002
463,-0.3431,-0.3995,-0.4531,-0.3421,-0.2991
464,-0.3464,-0.3997,-0.4535,-0.3443,-0.3015
465,-0.3421,-0.4031,-0.4531,-0.3430,-0.3005
466,-0.3453,-0.3984,-0.4530,-0.3432,-0.2997
467,-0.3483,-0.3990,-0.4545,-0.3431,-0.3009
468,-0.3487,-0.4034,-0.4540,-0.3436,-0.2993
469,-0.3440,-0.4029,-0.4530,-0.3425,-0.2998
470,-0.3457,-0.4011,-0.4500,-0.3410,-0.2996
471,-0.3500,-0.4018,-0.4489,-0.3436,-0.3013
472,-0.3422,-0.4037,-0.4477,-0.3438,-0.2985
473,-0.3381,-0.4043,-0.4489,-0.3474,-0.2955
474,-0.3474,-0.4092,-0.4486,-0.3505,-0.2959
475,-0.3428,-0.4038,-0.4490,-0.3499,-0.2956
476,-0.3385,-0.4067,-0.4508,-0.3504,-0.2950
477,-0.3447,-0.4115,-0.4491,-0.3505,-0.2942
478,-0.3473,-0.4124,-0.4490,-0.3452,-0.2939
479,-0.3417,-0.4107,-0.4490,-0.3440,-0.2942
480,-0.3597,-0.4104,-0.4507,-0.3425,-0.2924
481,-0.3574,-0.4099,-0.4521,-0.3432,-0.2915
482,-0.3581,-0.4062,-0.4511,-0.3414,-0.2918
483,-0.3522,-0.4143,-0.4511,-0.3401,-0.2988
484,-0.3504,-0.4127,-0.4493,-0.3410,-0.2968
485,-0.3551,-0.4126,-0.4510,-0.3415,-0.2976
486,-0.3543,-0.4132,-0.4521,-0.3405,-0.2999
487,-0.3544,-0.4066,-0.4525,-0.3402,-0.3002
488,-0.3462,-0.4101,-0.4513,-0.3419,-0.3043
489,-0.3476,-0.4099,-0.4531,-0.3415,-0.3044
490,-0.3491,-0.4052,-0.4532,-0.3400,-0.3032
491,-0.3450,-0.4078,-0.4514,-0.3406,-0.3020
492,-0.3430,-0.4008,-0.4536,-0.3408,-0.3028
493,-0.3422,-0.4037,-0.4543,-0.3404,-0.3039
494,-0.3408,-0.4040,-0.4524,-0.3402,-0.3045
495,-0.3431,-0.4003,-0.4537,-0.3382,-0.3060
496,-0.3409,-0.4030,-0.4538,-0.3373,-0.3057
497,-0.3431,-0.4055,-0.4555,-0.3377,-0.3045
498,-0.3420,-0.4104,-0.4566,-0.3377,-0.3037
499,-0.3435,-0.4106,-0.4542,-0.3400,-0.3050
500,-0.3451,-0.4077,-0.4576,-0.3356,-0.3036
501,-0.3437,-0.4062,-0.4556,-0.3387,-0.3046
502,-0.3435,-0.4121,-0.4579,-0.3380,-0.3061
503,-0.3413,-0.4117,-0.4559,-0.3396,-0.3053
504,-0.3440,-0.4105,-0.4570,-0.3368,-0.3049
505,-0.3410,-0.4059,-0.4576,-0.3348,-0.3053
506,-0.3395,-0.4085,-0.4562,-0.3354,-0.3057
507,-0.3360,-0.4062,-0.4584,-0.3347,-0.3040
508,-0.3324,-0.4095,-0.4556,-0.3335,-0.3051
509,-0.3396,-0.4105,-0.4566,-0.3343,-0.3049
510,-0.3428,-0.4077,-0.4580,-0.3359,-0.3043
511,-0.3412,-0.4092,-0.4575,-0.3406,-0.3055
